,attacking,attacked,attack,support,neutral
3430,21.0,1.0,0.5148693919181824,0.34799230098724365,0.13713836669921875
3438,21.0,9.0,0.4384474456310272,0.3586706221103668,0.20288194715976715
3441,21.0,12.0,0.4382388889789581,0.5160186886787415,0.0457424633204937
3445,21.0,16.0,0.7114428281784058,0.0700526088476181,0.21850453317165372
3447,21.0,18.0,0.9996362924575806,6.344161533888837e-07,0.00036307721165940166
3454,21.0,25.0,0.4384475946426392,0.3586704432964325,0.20288199186325076
3457,21.0,28.0,0.4382387399673462,0.516018807888031,0.04574242979288101
3461,21.0,32.0,0.7114430069923401,0.07005257904529573,0.21850447356700894
3463,21.0,34.0,0.9996362924575806,6.344137659652915e-07,0.0003630765131674707
3468,21.0,39.0,0.4384474754333496,0.3586704134941101,0.20288200676441195
3471,21.0,42.0,0.4382387399673462,0.516018807888031,0.045742440968751914
3475,21.0,46.0,0.7114428877830505,0.07005258649587631,0.21850448846817014
3477,21.0,48.0,0.9996362924575806,6.344137659652915e-07,0.0003630770370364189
3479,22.0,1.0,0.2751953899860382,0.17392544448375702,0.5508791208267212
3487,22.0,9.0,0.5722051858901978,0.08130016177892685,0.3464946150779724
3496,22.0,18.0,0.9742816686630248,1.779938793333713e-05,0.025700518861413
3503,22.0,25.0,0.5722054839134216,0.08130008727312088,0.3464944362640381
3512,22.0,34.0,0.9742816686630248,1.7799489796743728e-05,0.02570059895515442
3517,22.0,39.0,0.5722053050994873,0.08130009472370148,0.3464946150779724
3526,22.0,48.0,0.9742816686630248,1.779943886504043e-05,0.025700567290186882
3528,23.0,1.0,0.4364844560623169,0.3026799857616425,0.2608354985713959
3536,23.0,9.0,0.5417623519897461,0.17246799170970914,0.2857695817947388
3539,23.0,12.0,0.24387942254543304,0.5622780919075012,0.19384241104125974
3545,23.0,18.0,0.9830862283706664,6.700204539811239e-05,0.01684674620628357
3552,23.0,25.0,0.5417624115943909,0.172467902302742,0.2857697010040283
3555,23.0,28.0,0.2438795417547226,0.5622779726982117,0.19384241104125974
3561,23.0,34.0,0.9830862283706664,6.700204539811239e-05,0.016846738755702972
3566,23.0,39.0,0.5417625308036804,0.17246781289577484,0.2857696115970612
3569,23.0,42.0,0.2438795119524002,0.5622780919075012,0.19384242594242096
3575,23.0,48.0,0.9830862283706664,6.700204539811239e-05,0.01684674620628357
3585,24.0,9.0,0.2872799336910248,0.1882489025592804,0.5244711637496948
3594,24.0,18.0,0.9846797585487366,0.00012184045772301033,0.015198370441794397
3601,24.0,25.0,0.2872799038887024,0.18824881315231326,0.5244712829589844
3610,24.0,34.0,0.9846797585487366,0.00012184011575300246,0.015198355540633203
3615,24.0,39.0,0.28728002309799194,0.18824879825115204,0.5244711637496948
3624,24.0,48.0,0.9846797585487366,0.00012184023216832429,0.015198355540633203
3643,25.0,18.0,0.3609382212162018,0.15287910401821134,0.4861826598644257
3659,25.0,34.0,0.36093807220458973,0.15287940204143524,0.4861824810504913
3673,25.0,48.0,0.36093801259994507,0.15287911891937256,0.4861828088760376
3675,26.0,1.0,0.4868733584880829,0.1627456247806549,0.35038095712661743
3677,26.0,3.0,0.6699199080467224,0.0014812425943091512,0.3285987973213196
3683,26.0,9.0,0.8751693964004517,0.055776458233594894,0.06905414909124374
3686,26.0,12.0,0.9454066157341005,0.03859033808112145,0.016002962365746498
3690,26.0,16.0,0.9118372201919556,0.00282763852737844,0.0853351578116417
3692,26.0,18.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
3699,26.0,25.0,0.8751692771911621,0.05577650293707848,0.06905413419008255
3702,26.0,28.0,0.9454066157341005,0.03859037533402443,0.016002962365746498
3706,26.0,32.0,0.9118372201919556,0.002827641321346164,0.08533519506454468
3708,26.0,34.0,0.9999879598617554,3.9137809659806077e-10,1.2032909580739215e-05
3713,26.0,39.0,0.8751692771911621,0.05577650293707848,0.06905413419008255
3716,26.0,42.0,0.9454064965248108,0.03859042376279831,0.016002990305423737
3720,26.0,46.0,0.9118372201919556,0.002827637130394578,0.08533516526222229
3722,26.0,48.0,0.9999879598617554,3.9137659779697737e-10,1.2032909580739215e-05
3724,27.0,1.0,0.3208451867103577,0.2262585163116455,0.4528962671756744
3741,27.0,18.0,0.7928996086120605,0.00034877218422479933,0.20675161480903625
3757,27.0,34.0,0.7928993105888367,0.0003487727080937475,0.20675194263458246
3771,27.0,48.0,0.7928996086120605,0.00034877218422479933,0.20675161480903625
3773,28.0,1.0,0.2474412322044373,0.19234977662563324,0.5602090358734131
3777,28.0,5.0,0.6767363548278809,0.02125178463757038,0.3020118772983551
3778,28.0,6.0,0.2867176830768585,0.0037083821371197705,0.7095738649368286
3779,28.0,7.0,0.872979998588562,0.002536034444347024,0.12448392808437347
3782,28.0,10.0,0.2103501409292221,0.0001670002966420725,0.7894828319549559
3784,28.0,12.0,0.3593944311141968,0.5986712574958801,0.041934385895729065
3788,28.0,16.0,0.5237689614295961,0.00014554729568772018,0.4760854542255402
3789,28.0,17.0,0.6717768907546997,0.01133183017373085,0.3168913125991821
3790,28.0,18.0,0.9322749376296996,0.00021763492259196937,0.06750752031803131
3793,28.0,21.0,0.6767438650131226,0.021251659840345383,0.3020045161247253
3794,28.0,22.0,0.2867176830768585,0.003708380507305265,0.7095738649368286
3795,28.0,23.0,0.872979998588562,0.002536035841330886,0.12448392808437347
3798,28.0,26.0,0.21035026013851169,0.00016699997649993747,0.7894827723503113
3800,28.0,28.0,0.3593944609165192,0.5986711978912354,0.04193434119224548
3804,28.0,32.0,0.5237690806388855,0.00014554760127794,0.476085364818573
3805,28.0,33.0,0.6717769503593445,0.011331825517117977,0.3168911635875702
3806,28.0,34.0,0.9322748184204102,0.0002176353009417653,0.06750752031803131
3808,28.0,36.0,0.28986382484436035,0.0038228461053222413,0.7063133120536804
3809,28.0,37.0,0.8729804754257202,0.002536040730774402,0.12448355555534366
3812,28.0,40.0,0.21035028994083405,0.00016699948173481968,0.7894827127456665
3814,28.0,42.0,0.35939452052116394,0.5986711382865906,0.04193437471985817
3818,28.0,46.0,0.5237690806388855,0.00014554760127794,0.476085364818573
3819,28.0,47.0,0.6717768907546997,0.011331824585795404,0.3168912529945373
3820,28.0,48.0,0.9322749376296996,0.00021763470431324092,0.06750744581222534
3826,29.0,5.0,0.27026793360710144,0.6943806409835815,0.03535141423344612
3827,29.0,6.0,0.4184017479419708,0.0006617038161493838,0.5809365510940552
3828,29.0,7.0,0.9996063113212584,3.29592076013796e-05,0.0003607610706239939
3839,29.0,18.0,0.9999997615814208,1.899303327945745e-07,2.372070717626684e-08
3842,29.0,21.0,0.270285427570343,0.694361686706543,0.035352833569049835
3843,29.0,22.0,0.4184012711048126,0.0006617055623792112,0.5809370279312134
3844,29.0,23.0,0.9996063113212584,3.295924034318887e-05,0.00036076141986995935
3855,29.0,34.0,0.9999997615814208,1.899303327945745e-07,2.3720753361544663e-08
3857,29.0,36.0,0.4154747724533081,0.0006665404653176665,0.5838586688041687
3858,29.0,37.0,0.9996063113212584,3.2957290386548266e-05,0.0003607588587328792
3869,29.0,48.0,0.9999997615814208,1.89929608040984e-07,2.3720572173147048e-08
3870,29.0,49.0,0.5522116422653198,0.2875488698482513,0.1602395921945572
3871,30.0,1.0,0.5359781980514526,0.33487990498542786,0.12914182245731354
3875,30.0,5.0,0.24922123551368716,0.5761556029319763,0.17462317645549774
3876,30.0,6.0,0.4895753860473633,0.0051578194834291935,0.5052668452262878
3877,30.0,7.0,0.9956948757171632,0.0025116365868598227,0.0017934499774128199
3879,30.0,9.0,0.6526104807853699,0.2600736916065216,0.0873158797621727
3880,30.0,10.0,0.26944074034690857,0.3812863528728485,0.3492729067802429
3886,30.0,16.0,0.6159091591835022,0.0846710130572319,0.2994197309017181
3887,30.0,17.0,0.9852633476257324,0.011273364536464214,0.003463289700448513
3888,30.0,18.0,0.999725878238678,4.730848672807042e-07,0.00027367015718482435
3891,30.0,21.0,0.2492286264896393,0.5761489868164062,0.17462246119976044
3892,30.0,22.0,0.4895755052566528,0.005157818552106619,0.5052667260169983
3893,30.0,23.0,0.9956948757171632,0.002511642640456557,0.0017934534698724747
3895,30.0,25.0,0.652610182762146,0.2600739002227783,0.08731593936681747
3896,30.0,26.0,0.26944074034690857,0.3812864422798157,0.3492728769779205
3902,30.0,32.0,0.6159099340438843,0.08467072993516922,0.2994192838668823
3903,30.0,33.0,0.9852633476257324,0.01127333752810955,0.003463276429101825
3904,30.0,34.0,0.999725878238678,4.7308623152275686e-07,0.0002736704191192985
3906,30.0,36.0,0.4919979870319367,0.005154695361852646,0.5028473138809204
3907,30.0,37.0,0.9956948757171632,0.002511585131287575,0.0017934499774128199
3909,30.0,39.0,0.6526105999946594,0.2600735127925873,0.0873158723115921
3910,30.0,40.0,0.2694403827190399,0.3812867999076843,0.34927281737327576
3916,30.0,46.0,0.6159093379974365,0.08467093110084534,0.2994197010993957
3917,30.0,47.0,0.9852633476257324,0.01127332728356123,0.0034632780589163303
3918,30.0,48.0,0.999725878238678,4.730875673431001e-07,0.0002736709429882467
3920,31.0,1.0,0.6979678869247437,0.283532053232193,0.018500089645385742
3925,31.0,6.0,0.22087149322032928,0.044993545860052116,0.7341349720954895
3926,31.0,7.0,0.9900896549224854,0.008565733209252356,0.0013446052325889466
3928,31.0,9.0,0.4923116862773895,0.4968089461326599,0.010879396460950376
3935,31.0,16.0,0.5061987638473511,0.4848756492137909,0.008925591595470905
3936,31.0,17.0,0.3031139671802521,0.6952558159828186,0.0016302448930218814
3937,31.0,18.0,0.99999737739563,4.0923879396359547e-07,2.2881390577822462e-06
3941,31.0,22.0,0.22087170183658603,0.04499361664056778,0.7341347336769104
3942,31.0,23.0,0.9900896549224854,0.008565733209252356,0.001344605814665556
3944,31.0,25.0,0.4923116862773895,0.4968088865280152,0.010879402048885822
3951,31.0,32.0,0.5061982870101929,0.4848760962486267,0.008925595320761206
3952,31.0,33.0,0.3031136393547058,0.6952560544013977,0.0016302415169775484
3953,31.0,34.0,0.99999737739563,4.0924035715761425e-07,2.288143377882079e-06
3955,31.0,36.0,0.22292283177375796,0.04492665082216263,0.7321506142616272
3956,31.0,37.0,0.9900912046432496,0.008564141578972341,0.0013446368975564835
3958,31.0,39.0,0.4923118352890015,0.4968087673187256,0.010879404842853546
3965,31.0,46.0,0.506197988986969,0.4848764538764954,0.008925607427954674
3966,31.0,47.0,0.30311352014541626,0.6952561736106873,0.0016302441945299506
3967,31.0,48.0,0.99999737739563,4.0924035715761425e-07,2.2881499717186667e-06
3969,32.0,1.0,0.3363456428050995,0.5271342396736145,0.1365201324224472
3975,32.0,7.0,0.4851949810981751,0.2099860906600952,0.3048188984394073
3977,32.0,9.0,0.4318331480026245,0.452326774597168,0.1158401295542717
3986,32.0,18.0,0.9941628575325012,0.0009603174985386431,0.004876832012087107
3991,32.0,23.0,0.4851948320865631,0.2099861204624176,0.3048190772533417
3993,32.0,25.0,0.4318329393863678,0.4523268640041351,0.11584016680717467
4002,32.0,34.0,0.9941628575325012,0.0009603202342987061,0.0048768389970064155
4005,32.0,37.0,0.4852107167243958,0.20997872948646545,0.3048105835914612
4007,32.0,39.0,0.4318332970142365,0.4523265361785889,0.11584015190601347
4016,32.0,48.0,0.9941628575325012,0.0009603174985386431,0.0048768273554742345
4018,33.0,1.0,0.22232025861740112,0.31234732270240784,0.4653324782848358
4026,33.0,9.0,0.419011652469635,0.3201391398906708,0.260849267244339
4035,33.0,18.0,0.9985336065292358,3.5266632494312944e-06,0.0014627989148721099
4042,33.0,25.0,0.4190115630626679,0.3201393485069275,0.26084908843040466
4051,33.0,34.0,0.9985336065292358,3.526686896293541e-06,0.0014628038043156266
4056,33.0,39.0,0.419011652469635,0.3201391696929932,0.260849267244339
4065,33.0,48.0,0.9985336065292358,3.526673253873014e-06,0.0014628017088398335
4067,34.0,1.0,0.6175742745399475,0.3112795948982239,0.07114604860544205
4073,34.0,7.0,0.3712021708488464,0.05174583569169045,0.5770519971847534
4075,34.0,9.0,0.3558521568775177,0.2977769076824188,0.34637099504470825
4084,34.0,18.0,0.683476984500885,0.2953425347805023,0.021180585026741028
4089,34.0,23.0,0.3712021708488464,0.05174579843878746,0.5770519971847534
4091,34.0,25.0,0.3558522462844849,0.2977767884731293,0.34637099504470825
4100,34.0,34.0,0.6834769248962402,0.2953424453735352,0.021180599927902218
4103,34.0,37.0,0.3712097108364105,0.05174586176872253,0.5770444273948669
4105,34.0,39.0,0.3558520376682281,0.2977769374847412,0.346371054649353
4114,34.0,48.0,0.683476448059082,0.29534289240837097,0.021180644631385803
4131,35.0,16.0,0.5139970779418945,0.2888478636741638,0.19715501368045807
4133,35.0,18.0,0.9998803138732909,1.0420426406199113e-06,0.00011856139462906867
4147,35.0,32.0,0.5139968395233154,0.2888481020927429,0.19715504348278048
4149,35.0,34.0,0.9998803138732909,1.0420426406199113e-06,0.00011856128548970447
4161,35.0,46.0,0.5139971971511841,0.2888477444648743,0.19715504348278048
4163,35.0,48.0,0.9998803138732909,1.0420485523354728e-06,0.00011856184573844077
4165,36.0,1.0,0.27499473094940186,0.173993319272995,0.5510119199752808
4173,36.0,9.0,0.5722053050994873,0.08130015432834625,0.3464944958686829
4182,36.0,18.0,0.9742816686630248,1.779945523594506e-05,0.025700580328702927
4189,36.0,25.0,0.5722055435180664,0.08130007237195969,0.3464943468570709
4198,36.0,34.0,0.9742817878723145,1.7799355191527866e-05,0.025700509548187256
4203,36.0,39.0,0.5722053050994873,0.08130007982254027,0.3464946448802948
4212,36.0,48.0,0.9742816686630248,1.7799420675146393e-05,0.02570052444934845
4214,37.0,1.0,0.4364846348762512,0.3026798367500305,0.26083555817604065
4222,37.0,9.0,0.5417622327804565,0.1724679321050644,0.28576985001564026
4225,37.0,12.0,0.24387957155704496,0.5622779726982117,0.1938424706459045
4231,37.0,18.0,0.9830862283706664,6.700197991449386e-05,0.016846738755702972
4238,37.0,25.0,0.5417622923851013,0.17246806621551514,0.2857697010040283
4241,37.0,28.0,0.2438795268535614,0.5622779130935669,0.1938425600528717
4247,37.0,34.0,0.9830862283706664,6.700216908939183e-05,0.01684677042067051
4252,37.0,39.0,0.5417619943618774,0.17246806621551514,0.2857699394226074
4255,37.0,42.0,0.24387963116168976,0.5622779130935669,0.19384248554706573
4261,37.0,48.0,0.9830862283706664,6.700178346363828e-05,0.016846729442477226
4271,38.0,9.0,0.28728023171424866,0.18824876844882965,0.5244709849357605
4280,38.0,18.0,0.9846797585487366,0.00012184011575300246,0.01519834157079458
4287,38.0,25.0,0.2872801423072815,0.18824882805347445,0.5244710445404053
4296,38.0,34.0,0.9846797585487366,0.00012184034858364612,0.015198355540633203
4301,38.0,39.0,0.2872799634933472,0.18824881315231326,0.5244712233543396
4310,38.0,48.0,0.9846797585487366,0.00012184011575300246,0.01519834157079458
4329,39.0,18.0,0.3609377443790436,0.15287929773330688,0.4861829876899719
4345,39.0,34.0,0.3609378933906555,0.15287935733795166,0.4861826896667481
4359,39.0,48.0,0.3609381020069122,0.15287929773330688,0.4861826002597809
4361,40.0,1.0,0.4868733584880829,0.1627456247806549,0.35038092732429504
4363,40.0,3.0,0.6699202656745911,0.001481243409216404,0.3285985291004181
4369,40.0,9.0,0.8751692771911621,0.05577650293707848,0.06905417889356613
4372,40.0,12.0,0.9454066157341005,0.03859037533402443,0.016002962365746498
4376,40.0,16.0,0.9118371605873108,0.002827642252668739,0.08533526957035065
4378,40.0,18.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
4385,40.0,25.0,0.8751693964004517,0.055776458233594894,0.06905414909124374
4388,40.0,28.0,0.9454066157341005,0.03859039396047592,0.016002962365746498
4392,40.0,32.0,0.9118372201919556,0.0028276396915316577,0.08533520996570587
4394,40.0,34.0,0.9999879598617554,3.9137734719751904e-10,1.2032920494675635e-05
4399,40.0,39.0,0.8751692175865173,0.05577652528882027,0.0690542683005333
4402,40.0,42.0,0.9454066157341005,0.03859037533402443,0.016002962365746498
4406,40.0,46.0,0.9118372201919556,0.002827637130394578,0.0853351280093193
4408,40.0,48.0,0.9999879598617554,3.9137809659806077e-10,1.2032909580739215e-05
4410,41.0,1.0,0.32084521651268005,0.2262584865093231,0.4528963267803192
4427,41.0,18.0,0.7928993701934814,0.00034877256257459516,0.20675186812877652
4443,41.0,34.0,0.7928996682167053,0.00034877151483669877,0.20675158500671387
4457,41.0,48.0,0.792899489402771,0.0003487719513941556,0.20675167441368106
4459,42.0,1.0,0.2474412173032761,0.1923498511314392,0.5602089762687683
4463,42.0,5.0,0.6767362356185913,0.02125180698931217,0.3020119071006775
4464,42.0,6.0,0.2867175042629242,0.0037083851639181376,0.7095741033554077
4465,42.0,7.0,0.872979998588562,0.0025360332801938053,0.12448392808437347
4468,42.0,10.0,0.21035003662109372,0.00016700031119398773,0.7894828915596008
4470,42.0,12.0,0.3593941032886505,0.5986714959144592,0.04193439334630966
4474,42.0,16.0,0.5237689614295961,0.00014554729568772018,0.4760854542255402
4475,42.0,17.0,0.6717763543128967,0.011331843212246895,0.31689175963401794
4476,42.0,18.0,0.9322749376296996,0.00021763492259196937,0.06750748306512833
4479,42.0,21.0,0.6767438650131226,0.021251669153571132,0.30200445652008057
4480,42.0,22.0,0.2867178320884705,0.0037083833012729883,0.7095737457275391
4481,42.0,23.0,0.872979998588562,0.002536035841330886,0.12448392808437347
4484,42.0,26.0,0.21035036444664,0.00016700023843441159,0.7894825935363771
4486,42.0,28.0,0.3593943119049072,0.5986713171005249,0.04193441942334175
4490,42.0,32.0,0.5237691998481749,0.00014554736844729632,0.4760852456092834
4491,42.0,33.0,0.6717767715454102,0.011331833899021149,0.3168913722038269
4492,42.0,34.0,0.9322748184204102,0.0002176348934881389,0.06750752031803131
4494,42.0,36.0,0.28986361622810364,0.0038228430785238734,0.7063134908676147
4495,42.0,37.0,0.8729804754257202,0.0025360395666211843,0.12448355555534366
4498,42.0,40.0,0.21035036444664,0.0001670000929152593,0.7894825935363771
4500,42.0,42.0,0.35939449071884155,0.5986711978912354,0.041934356093406684
4504,42.0,46.0,0.5237691998481749,0.00014554736844729632,0.4760852456092834
4505,42.0,47.0,0.6717771887779236,0.01133183017373085,0.3168909549713135
4506,42.0,48.0,0.9322749376296996,0.00021763492259196937,0.06750744581222534
4512,43.0,5.0,0.27026811242103577,0.694380521774292,0.035351432859897614
4513,43.0,6.0,0.41840046644210815,0.0006617045728489758,0.5809378027915955
4514,43.0,7.0,0.9996063113212584,3.2959269447019324e-05,0.0003607621183618903
4525,43.0,18.0,0.9999997615814208,1.899301480534632e-07,2.3720753361544663e-08
4528,43.0,21.0,0.2702853083610535,0.6943618655204773,0.03535275161266327
4529,43.0,22.0,0.4184018969535828,0.0006617051549255848,0.5809363722801208
4530,43.0,23.0,0.9996063113212584,3.2959174859570346e-05,0.0003607612452469766
4541,43.0,34.0,0.9999997615814208,1.89929608040984e-07,2.3720662767345854e-08
4543,43.0,36.0,0.4154749512672424,0.0006665399414487183,0.5838584899902344
4544,43.0,37.0,0.9996063113212584,3.2957224902929745e-05,0.0003607579856179655
4555,43.0,48.0,0.9999997615814208,1.8992925276961611e-07,2.3720527764226063e-08
4556,43.0,49.0,0.5522114038467407,0.28754881024360657,0.1602397859096527
4557,44.0,1.0,0.5359784364700317,0.3348798751831055,0.12914170324802401
4561,44.0,5.0,0.2492208927869797,0.576155960559845,0.17462317645549774
4562,44.0,6.0,0.4895751774311066,0.005157816223800182,0.5052670240402222
4563,44.0,7.0,0.9956948757171632,0.002511642640456557,0.0017934534698724747
4565,44.0,9.0,0.6526099443435669,0.26007407903671265,0.08731595426797867
4566,44.0,10.0,0.26944029331207275,0.3812865912914276,0.349273145198822
4572,44.0,16.0,0.61590975522995,0.08467090129852295,0.2994193434715271
4573,44.0,17.0,0.9852633476257324,0.011273364536464214,0.0034632862079888587
4574,44.0,18.0,0.999725878238678,4.730853220280551e-07,0.00027367015718482435
4577,44.0,21.0,0.2492284923791885,0.576149046421051,0.17462246119976044
4578,44.0,22.0,0.4895757138729096,0.005157811101526022,0.5052664875984192
4579,44.0,23.0,0.9956948757171632,0.002511646132916212,0.0017934552161023019
4581,44.0,25.0,0.6526102423667908,0.26007384061813354,0.0873158648610115
4582,44.0,26.0,0.2694407105445862,0.3812863230705261,0.3492729663848877
4588,44.0,32.0,0.6159094572067261,0.08467086404561996,0.2994197309017181
4589,44.0,33.0,0.9852633476257324,0.011273370124399662,0.003463282948359847
4590,44.0,34.0,0.999725878238678,4.73085776775406e-07,0.00027366989525035024
4592,44.0,36.0,0.4919986128807068,0.0051546841859817505,0.5028466582298279
4593,44.0,37.0,0.9956948757171632,0.002511585131287575,0.0017934483475983145
4595,44.0,39.0,0.652610182762146,0.2600739598274231,0.08731593936681747
4596,44.0,40.0,0.2694404721260071,0.3812863826751709,0.34927311539649963
4602,44.0,46.0,0.6159095764160156,0.08467089384794235,0.2994195818901062
4603,44.0,47.0,0.9852633476257324,0.011273348703980446,0.003463282948359847
4604,44.0,48.0,0.999725878238678,4.73085776775406e-07,0.00027367068105377257
4606,45.0,1.0,0.697967529296875,0.2835323214530945,0.018500106409192085
4611,45.0,6.0,0.22087161242961886,0.044993557035923004,0.7341348528862
4612,45.0,7.0,0.9900896549224854,0.008565736934542656,0.0013446052325889466
4614,45.0,9.0,0.492311954498291,0.4968087077140808,0.010879414156079292
4621,45.0,16.0,0.5061981678009033,0.4848763048648834,0.008925593458116055
4622,45.0,17.0,0.3031136393547058,0.6952560544013977,0.001630244543775916
4623,45.0,18.0,0.99999737739563,4.092391918675276e-07,2.288143377882079e-06
4627,45.0,22.0,0.2208716720342636,0.0449935719370842,0.7341347336769104
4628,45.0,23.0,0.9900896549224854,0.008565733209252356,0.001344603835605085
4630,45.0,25.0,0.4923114478588104,0.4968091249465942,0.010879400186240671
4637,45.0,32.0,0.5061983466148376,0.4848760664463043,0.00892559252679348
4638,45.0,33.0,0.3031134903430939,0.6952561736106873,0.0016302465228363874
4639,45.0,34.0,0.99999737739563,4.0923995925368217e-07,2.288143377882079e-06
4641,45.0,36.0,0.22292278707027435,0.04492669552564621,0.7321506142616272
4642,45.0,37.0,0.9900913238525392,0.008564138785004616,0.0013446343364194036
4644,45.0,39.0,0.4923118054866791,0.4968088269233704,0.010879411362111568
4651,45.0,46.0,0.5061982274055481,0.4848761558532715,0.008925599046051502
4652,45.0,47.0,0.3031138479709625,0.6952558159828186,0.0016302440781146288
4653,45.0,48.0,0.99999737739563,4.092391918675276e-07,2.288141331519e-06
4655,46.0,1.0,0.33634552359580994,0.5271344780921936,0.13651999831199646
4661,46.0,7.0,0.4851952195167542,0.20998600125312805,0.30481886863708496
4663,46.0,9.0,0.4318327605724335,0.4523270726203919,0.11584023386240005
4672,46.0,18.0,0.9941628575325012,0.000960318895522505,0.004876834340393543
4677,46.0,23.0,0.4851949214935303,0.2099861353635788,0.3048188984394073
4679,46.0,25.0,0.4318327009677887,0.4523270726203919,0.11584023386240005
4688,46.0,34.0,0.9941628575325012,0.0009603170910850168,0.004876829218119383
4691,46.0,37.0,0.4852104783058167,0.20997872948646545,0.3048107326030731
4693,46.0,39.0,0.43183302879333496,0.4523268640041351,0.11584015190601347
4702,46.0,48.0,0.9941628575325012,0.0009603197686374187,0.0048768389970064155
4704,47.0,1.0,0.2223203480243683,0.31234708428382874,0.465332567691803
4712,47.0,9.0,0.4190115034580231,0.3201392590999603,0.2608492076396942
4721,47.0,18.0,0.9985336065292358,3.5266530176159e-06,0.001462796120904386
4728,47.0,25.0,0.4190117120742798,0.3201388716697693,0.2608493864536285
4737,47.0,34.0,0.9985336065292358,3.5266598388261627e-06,0.001462795422412455
4742,47.0,39.0,0.419011652469635,0.3201394081115723,0.2608490288257599
4751,47.0,48.0,0.9985336065292358,3.5266666600364265e-06,0.0014628010103479028
4753,48.0,1.0,0.6175744533538818,0.3112793862819672,0.07114606350660324
4759,48.0,7.0,0.3712021708488464,0.05174579843878746,0.5770519971847534
4761,48.0,9.0,0.3558520972728729,0.29777684807777405,0.34637102484703064
4770,48.0,18.0,0.6834770441055298,0.2953422963619232,0.02118060365319252
4775,48.0,23.0,0.3712020516395569,0.05174584686756134,0.577052116394043
4777,48.0,25.0,0.3558521568775177,0.29777687788009644,0.34637099504470825
4786,48.0,34.0,0.6834769248962402,0.29534250497817993,0.02118062973022461
4789,48.0,37.0,0.3712096810340881,0.05174590274691582,0.5770443677902222
4791,48.0,39.0,0.3558522462844849,0.2977767884731293,0.34637099504470825
4800,48.0,48.0,0.6834766864776611,0.2953426539897919,0.021180612966418263
4808,49.0,7.0,0.3309729695320129,0.6006192564964294,0.06840784847736359
4817,49.0,16.0,0.30404332280159,0.2233976274728775,0.4725590348243714
4819,49.0,18.0,0.998747706413269,6.842060429335106e-06,0.0012455085525289178
4824,49.0,23.0,0.33097273111343384,0.6006194353103638,0.06840784847736359
4833,49.0,32.0,0.30404338240623474,0.22339755296707156,0.4725590348243714
4835,49.0,34.0,0.998747706413269,6.842054062872194e-06,0.0012455072719603775
4838,49.0,37.0,0.33099743723869324,0.6005900502204895,0.06841249763965608
4847,49.0,46.0,0.30404359102249146,0.22339750826358795,0.472558856010437
4849,49.0,48.0,0.998747706413269,6.842060429335106e-06,0.0012455085525289178
4851,50.0,1.0,0.4380227029323578,0.30277687311172485,0.2592004537582397
4859,50.0,9.0,0.5417621731758118,0.17246802151203156,0.2857697904109955
4862,50.0,12.0,0.2438796460628509,0.5622779130935669,0.19384238123893735
4868,50.0,18.0,0.9830862283706664,6.700191443087533e-05,0.016846729442477226
4875,50.0,25.0,0.5417625308036804,0.17246781289577484,0.2857696115970612
4878,50.0,28.0,0.24387948215007785,0.5622780919075012,0.19384242594242096
4884,50.0,34.0,0.9830862283706664,6.700204539811239e-05,0.016846738755702972
4889,50.0,39.0,0.5417625308036804,0.17246781289577484,0.28576967120170593
4892,50.0,42.0,0.24387943744659424,0.562278151512146,0.19384239614009854
4898,50.0,48.0,0.9830862283706664,6.700204539811239e-05,0.01684674620628357
4908,51.0,9.0,0.2872799634933472,0.188248872756958,0.5244712233543396
4917,51.0,18.0,0.9846797585487366,0.00012184011575300246,0.01519834157079458
4924,51.0,25.0,0.28727987408638,0.1882489621639252,0.5244711637496948
4933,51.0,34.0,0.9846797585487366,0.00012184011575300246,0.0151983629912138
4938,51.0,39.0,0.2872799336910248,0.188248872756958,0.5244712233543396
4947,51.0,48.0,0.9846797585487366,0.00012184034858364612,0.01519834157079458
4949,52.0,1.0,0.4863898456096649,0.1630474478006363,0.35056281089782715
4951,52.0,3.0,0.6699200868606567,0.00148123933468014,0.32859864830970764
4957,52.0,9.0,0.8751693964004517,0.05577641725540161,0.06905418634414673
4960,52.0,12.0,0.94540673494339,0.03859038278460503,0.0160029586404562
4964,52.0,16.0,0.9118373394012452,0.002827634802088141,0.08533509820699693
4966,52.0,18.0,0.9999879598617554,3.9137809659806077e-10,1.2032920494675635e-05
4973,52.0,25.0,0.8751692771911621,0.05577648803591728,0.06905413419008255
4976,52.0,28.0,0.94540673494339,0.038590341806411736,0.016002949327230453
4980,52.0,32.0,0.9118372201919556,0.002827637130394578,0.08533516526222229
4982,52.0,34.0,0.9999879598617554,3.9137734719751904e-10,1.2032897757308094e-05
4987,52.0,39.0,0.875169575214386,0.05577635020017624,0.06905406713485718
4990,52.0,42.0,0.9454066157341005,0.03859039396047592,0.01600297912955284
4994,52.0,46.0,0.9118372201919556,0.0028276396915316577,0.08533519506454468
4996,52.0,48.0,0.9999879598617554,3.9137659779697737e-10,1.2032897757308094e-05
4998,53.0,1.0,0.3208450078964233,0.2262585610151291,0.4528964459896088
5015,53.0,18.0,0.7928991913795471,0.00034877264988608664,0.2067520022392273
5031,53.0,34.0,0.7928996086120605,0.0003487720096018165,0.20675165951251984
